idx,problem_id,module,fault,pi_bits,po_bits,gates,exact,probe_vectors,uniform_detection,uniform_activation,expected_random_best4,target_is_pi,target_is_po,all_zero,all_one,zero_or_one,constant2_random2_observed,random,greedy,mcts,best_of_n,evolutionary,vector_evolutionary
375,706700ccc5cd8dfec68aa21e4c4c4ab2660a9327e4b7c6f9a686a04df8e6839e,ctrl,sa0 n78,17,19,73,False,8192,0.016845703125,0.998291015625,0.06569918742803438,False,False,1,0,1,1.0,0.0625,0.0625,0.125,0.125,0.125,0.0625
376,4c0c66a5b20ccfa850fd96d5dc186eacc79cb1bc6f697bcdbb83a0dbee7db33d,decoder,sa0 sximm8[0],18,47,54,False,8192,0.501953125,0.501953125,0.9384708553407108,False,True,0,1,1,1.0,0.375,0.75,0.9375,1.0,1.0,0.9375
377,795066cf0ec317d0335f8bd09d3b92f3e47d919dde535cd30abd512d38bb9496,qkt_macro_handler_unit_leftshift_64u_94_1,sa0 n30,6,64,87,True,64,0.875,0.875,0.999755859375,False,False,1,1,1,1.0,0.8125,0.875,1.0,1.0,0.9375,1.0
378,d5a3bccd6566d497492278ff4fde3e869684bfe35fcd9c8ee8d51213c621ea7a,snax_req_handler_equal_32ux5u_1u_1,sa0 n33,37,1,19,False,8192,0.0,1.0,0.0,False,False,0,0,0,0.0,0.0,0.125,0.4375,0.5625,0.375,0.0
379,ee1c3c7dbea115deac30676185db6651c775fe8d8e2c3d84bec39feebd1c23e6,control,sa1 memwrite,12,13,20,True,4096,0.75,0.75,0.99609375,False,True,1,0,1,1.0,0.8125,0.5625,1.0,1.0,1.0,1.0
380,606919fe75aae8546361bfdd0f1b5f9ce17055bb5a3c53107270591a38b19147,add_4,sa1 n41,32,32,74,False,8192,0.946044921875,0.946044921875,0.9999915252030256,False,False,1,0,1,1.0,0.875,0.8125,0.875,1.0,0.875,1.0
381,b08a6f6ee52d291c287355ad9b5df4c1bc4c2b27059b923f8ded2d2a78a905c2,paritygenerator,sa1 parity,3,1,1,True,8,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.625,0.4375,0.625,1.0,0.875,1.0
382,f70459a8be60dd40fed134ef9c5371fcbff6e5aea7b33dc6deddb5b31788279c,qkv_macro_handler_hub_add_32sx1u_32s_4,sa0 n5,33,32,78,False,8192,0.50048828125,0.50048828125,0.9377437832299051,False,False,1,0,1,1.0,0.5,0.6875,0.8125,0.875,0.8125,0.875
383,d8a37b0f2643349cb0e8785c3e15d15dfc4839ea369bb494327b43b6971ed6ce,hexdigit,sa1 n41,4,7,26,True,16,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.5,0.4375,0.6875,0.9375,0.875,0.9375
384,9739b64aeec0c62231152e5f94e13ce015433c85630fcae91904447435643656,alucontrol,sa1 n74,10,5,48,True,1024,0.6181640625,0.6875,0.9787427439869134,False,False,1,1,1,1.0,0.625,0.5,0.75,1.0,1.0,1.0
385,eaf8eabab2f26d0e24861aa32b9fb5724675b1dbe0c78efba1a0fb8dbb754a94,qkt_macro_handler_hub_equal_1u_27_4,sa1 out1,6,1,3,True,64,0.984375,0.984375,0.9999999403953552,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
386,7165f1363dde2dfbbf8e91e0326336006cbe96c3d4f65ea2cf3f74611030fe84,seg7,sa1 n25,4,7,19,True,16,0.3125,0.5,0.7765960693359375,False,False,0,0,0,0.5,0.125,0.375,0.5625,0.5,0.25,0.8125
387,37b58ed6eb79dbc75b8992819541b04f13f40e3e28c1aed9df15936503f4c39a,black,sa0 gout,4,2,2,True,16,0.625,0.625,0.980224609375,False,True,0,1,1,1.0,0.75,0.6875,0.875,1.0,1.0,1.0
388,a881c71cadf9e07a45e83ce167e8eeb2e3802d0258582166e4f343fc032f84f9,alu_cr,sa1 n80,12,4,46,True,4096,0.984130859375,0.999755859375,0.9999999365818404,False,False,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
389,1c883b0640c1fb1f9fb3978ec4880154d34ab1cf5e356a43bfe6fd868d8c551c,\$paramod\cla\width=s32'00000000000000000000000000011000,sa0 n140,48,25,72,False,8192,0.5045166015625,0.5045166015625,0.9397278851051316,False,False,1,0,1,1.0,0.25,0.5,0.8125,0.9375,0.9375,0.875
390,95846e10fbd110a0567779b11289a71d5fe0044ebdcd616cb23aa23f5ac33378,segdriver_passcode,sa1 a,4,7,11,True,16,0.8125,0.8125,0.9987640380859375,False,True,1,1,1,1.0,0.875,0.875,1.0,1.0,1.0,1.0
391,caaef15eaa073a42bd7bfbc29673eaecc0d897778952801e417ce4c12368fc60,cmsdk_mcu_addr_decode,sa0 n49,33,10,32,False,8192,0.697998046875,1.0,0.991681615197475,False,False,0,0,0,0.875,0.75,0.5,0.75,1.0,1.0,1.0
392,2ca827ce77e2ae907bb0859e7033a00db2da775af28c69eb42292364efb6e75a,forwarding_unit,sa0 n85,28,5,49,False,8192,0.2371826171875,0.9371337890625,0.6614036094966236,False,False,0,0,0,0.375,0.125,0.375,0.375,0.5,0.5,0.5625
393,7b611aa370a39fed268481c34eb2cc4d47c0dad04f31d464629493e1df782975,qkt_macro_handler_unit_add_32sx12u_32s_1,sa1 n5,44,32,89,False,8192,0.5137939453125,0.5137939453125,0.9441167762902436,False,False,0,1,1,1.0,0.5625,0.1875,0.5,0.625,0.375,0.875
394,c3538ab0bd83d6899661f5aa1691f6d1773b2e0d5edc1738be7291d59df08bbc,c8,sa1 po02,28,18,53,False,8192,0.5006103515625,0.5006103515625,0.9378046174423138,False,True,0,1,1,1.0,0.625,0.1875,0.8125,0.875,0.9375,0.9375
395,56f7b08e89c6946d511817ea31064cc14c6b2e0ce62e4a07c0fad8127a6896b4,top,sa1 n20,4,7,18,True,16,0.4375,0.4375,0.8998870849609375,False,False,1,0,1,1.0,0.5625,0.625,0.75,1.0,0.9375,0.0
396,3c535b1014856255f0ed94131be8eb134bfbc12bc5c72dd2d46e940001632f6b,genhalfwaverectified,sa0 out[2],16,8,9,True,65536,0.25,0.25,0.68359375,False,True,0,0,0,0.375,0.25,0.1875,0.5625,0.6875,0.625,0.9375
397,fdcc1c15264e4f75bb1eaae5b6e0a91ba6416457236377f9843d671c99516607,mux_4_to_1_str,sa0 s0,6,1,4,True,64,0.25,0.5,0.68359375,True,False,0,0,0,0.5,0.3125,0.8125,0.9375,1.0,0.875,0.8125
398,967403d98c3e54049f05de0d4dd47a6b48919034551d0eb7defb38b4876a0ec6,hazard_unit,sa1 o_stall_id,33,8,60,False,8192,0.9368896484375,0.9368896484375,0.9999841363763584,False,True,1,0,1,1.0,0.9375,0.6875,0.9375,1.0,0.875,1.0
399,f38fbf6613c9f1c118f7cebde65297936e17f29565bd65098e09dbaf35f71276,redirect,sa1 lock,28,5,46,False,8192,0.876708984375,0.876708984375,0.9997689394937161,False,True,1,0,1,1.0,0.875,0.375,0.6875,0.6875,0.75,1.0
400,86325c4d555abe5ca2d75727833b76d4e8a4b85ace9528f6ed2d835698166bd2,mux2_1,sa1 enablen,3,1,2,True,8,0.25,0.5,0.68359375,True,False,0,0,0,0.5,0.1875,0.5,0.6875,0.9375,1.0,0.8125
401,4e2d4d3393e9dbecdb64a473af78cc91bf04e37082a443d2e687c0d3cc78bc1a,s_term_single_switch_matrix,sa0 n2begb2,36,37,38,False,8192,0.5047607421875,0.5047607421875,0.939846589382064,False,True,0,1,1,1.0,0.4375,0.625,0.9375,0.875,1.0,1.0
402,57581285779d0e748afb63a945caaec899bda27e1d746ebd94c501909691f72e,array_mult_structural,sa0 n79,8,8,49,True,256,0.8515625,0.8515625,0.9995145164430141,False,False,1,0,1,1.0,1.0,0.8125,1.0,1.0,0.9375,1.0
403,55be5c3fbabaa118be9cbcfa59fe53a7d719942d263c40e46b28203861c4b6aa,control_flow,sa1 n29,16,46,65,True,65536,0.92193603515625,0.9833984375,0.9999628633759841,False,False,1,0,1,1.0,0.8125,0.6875,0.9375,1.0,1.0,1.0
404,387148ec18445e78c5dcc70213e89a98d5a7f31fc0693ce4bed765685cd02f06,forwarding,sa0 n63,22,4,42,False,8192,0.045166015625,0.7476806640625,0.16878863630301666,False,False,0,0,0,0.125,0.0,0.0625,0.125,0.25,0.1875,0.125
405,ce580d84319a5ccff1e2fbd2a879fb6266ce9cc60537649a0e358c5b4235e104,pc_skip,sa1 n18,16,16,35,True,65536,0.96875,0.96875,0.9999990463256836,False,False,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
406,f358cd6d35bec9d750992c189d8c670ee89cc312c96ee55317062f0ef0353923,alu_control,sa0 n26,8,4,18,True,256,0.73828125,0.75,0.995308201527223,False,False,1,1,1,1.0,0.75,0.75,1.0,1.0,1.0,1.0
407,c4e5b8d16ed0c245e54c5a1d6b2b3e8e6cb6b1b3343814537c65f88a1d00201a,alu_adder,sa1 n9,32,32,74,False,8192,0.497802734375,0.497802734375,0.936394103983158,False,False,0,1,1,1.0,0.4375,0.5,0.625,0.9375,0.9375,0.9375
408,010cb649c1c0c72b58233712153827f38ebd9f5110621df0d3392a1a1b073e6e,alu1,sa1 n76,12,4,45,True,4096,0.25,0.5,0.68359375,False,False,0,1,1,1.0,0.3125,0.25,0.375,0.4375,0.4375,0.6875
409,6a55fc3849490f76ed0af5722e65ac68d2064cca4b28f950f0097c29c0071408,mux_2x1,sa0 i_sel,65,32,33,False,8192,0.494873046875,0.494873046875,0.9348968247434719,True,False,0,0,0,0.6875,0.3125,0.75,1.0,1.0,1.0,0.75
410,4924909ccddd208d8444fc99aa0a07feb73756586384f8534fa19d699a21dfa3,base_logic,sa1 b_input,2,2,3,True,4,0.5,0.5,0.9375,True,False,1,0,1,1.0,0.3125,1.0,1.0,1.0,1.0,0.875
411,4cff2d74d1cb4087acc5a366d54a30f4d59d67085be8a50057dcad633a9879c5,shifter32_l2,sa0 sh[27],32,32,33,False,8192,0.499267578125,0.499267578125,0.9371329836137043,False,True,0,1,1,1.0,0.5,0.625,0.875,1.0,0.9375,1.0
412,358e6bf74efdbf0745a61b7d610c892821368e2cf77351291e3bc663bad6eff6,model_layer_node_relu,sa0 b[1],32,32,33,False,8192,0.2510986328125,0.2510986328125,0.6854436232428254,False,True,0,0,0,0.4375,0.0625,0.0,0.0625,0.0625,0.1875,0.5625
413,63658ce464b5f542fa4407eac6918cf0eac50a13599ca1935fc4f9eb39f2e1c7,majripplecarryadder_7,sa0 pa5,15,8,21,True,32768,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.6875,1.0,1.0,1.0,1.0,1.0
414,a17d575b8f21e905449c67cd1a8dd765b41eb9b7348da08391ec6b0d41f3e9dd,bcd2seven,sa0 d,4,7,19,True,16,0.625,0.625,0.980224609375,False,True,0,1,1,1.0,0.625,0.625,0.875,0.9375,1.0,1.0
415,84f1eeafe2af23ee50e67a624f0761e58738382de54adb482685b9728d9f0de4,decimaldisplay,sa0 n33,4,7,18,True,16,0.375,0.5,0.847412109375,False,False,1,0,1,1.0,0.3125,0.5,0.875,1.0,1.0,1.0
416,76db5a7b93e077b4131511c23873d8beb915f0cfc8fa740896123cbf1d2941c0,mux8lut_frame_config,sa1 m_ad,14,4,28,True,16384,0.5,0.5,0.9375,False,True,1,0,1,1.0,0.625,0.4375,0.625,1.0,0.8125,1.0
417,0df2427dcad56463e4319cfe1a6038f51d9b6cf2c50bf25d7c191aa7b3c3a01c,e0,sa1 n14,32,32,44,False,8192,0.496826171875,0.496826171875,0.9358979121174649,False,False,0,1,1,1.0,0.6875,0.0625,0.375,0.6875,0.5,1.0
418,15d261ec6a9bc1eec7c81375980b086f9505db4643792ff233dd6b47f7a191d7,setforward,sa1 n33,17,2,21,False,8192,0.016357421875,0.252197265625,0.06384173111717573,False,False,0,0,0,0.0,0.0,0.0625,0.125,0.375,0.4375,0.0
419,bfc65a352d2177a4f15ec98dc915f5d446d8ca532819cc5d051e91e02ed56bad,busencoder,sa0 r15out,24,5,14,False,8192,0.00390625,0.50146484375,0.015533685451373458,True,False,0,0,0,0.0,0.0,0.6875,0.875,0.875,1.0,0.0
420,235deac4a57d1e686eb1a9e506b5309f6ff4c42cd2daf95d0550be0e2c321424,data_hazard,sa1 loaduse_stall,23,5,45,False,8192,0.9708251953125,0.9708251953125,0.9999992755109444,False,True,1,0,1,1.0,1.0,0.8125,1.0,1.0,1.0,1.0
421,eccf39c72771bd52b73747278ef651279404a45f7966a83e162ea0ce65e753d2,voting_rule,sa0 d,3,4,6,True,8,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.4375,0.875,1.0,1.0,1.0,0.875
422,f7baef694729a3ba9fed446c0632789f46f7e1266083eba696e9e143f69f55b6,bcdadder,sa1 n58,17,9,39,False,8192,0.5037841796875,0.5037841796875,0.9393707179938529,False,False,1,0,1,1.0,0.3125,0.375,0.875,0.9375,0.9375,0.9375
423,d41f4df5d02deadd862c55882535b6df767961b58041b031cebbc9fa76a9c7ac,broadcastfilter,sa0 io_response_bits_address[3],80,43,45,False,8192,0.5013427734375,0.5013427734375,0.9381686869968922,False,True,0,1,1,1.0,0.5625,0.375,0.5625,0.8125,0.8125,0.9375
424,8eaf3d92e67cd734d5b2c6c01081cea4a8df836239b0b4440d6d805d4532572f,instmem,sa0 n53,32,32,54,False,8192,0.4019775390625,0.4962158203125,0.8721001652678628,False,False,1,0,1,1.0,0.6875,0.375,0.6875,1.0,1.0,0.875
425,79749b9a8c7d1de92956365a2aaf2dfc2a0115a936f58f3251c83d8d7938ec4d,signextender,sa1 n101,28,64,102,False,8192,0.2569580078125,0.2569580078125,0.6951729996115785,False,False,0,0,0,0.6875,0.5,0.3125,0.3125,0.8125,0.625,0.8125
426,7430eb8b932400f225f7baabbe993d501b2eaba4ce4930b90b7b2dce12162e61,majripplecarryadder_16,sa1 n82,33,17,48,False,8192,0.5076904296875,0.5076904296875,0.9412574069484092,False,False,0,1,1,1.0,0.5,0.5,0.875,0.9375,1.0,0.8125
427,41482fbbb08ae423c8d4e7950b1d15228085d3d60717e1fe306e49dd1c8fe679,cripplecarryadder_5_5_5_inoutt,sa0 n28,11,6,15,True,2048,0.5,0.5,0.9375,False,False,1,0,1,1.0,0.5,0.5,0.875,1.0,1.0,0.875
428,719fec0ad77eae4c8eca38909e71e040324e243574ebdc8aa267e826e08cbc5f,pathdecoder3way,sa0 n24,33,81,100,False,8192,0.9959716796875,0.9959716796875,0.9999999997366726,False,False,1,0,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
429,3c6bb968bbf0ccbfe295306a6ea64cede9676ec31ca39406100448dd7d19d975,cu,sa0 n26,5,16,33,True,32,0.46875,0.46875,0.9203481674194336,False,False,1,0,1,1.0,0.3125,0.6875,0.9375,0.9375,0.9375,0.9375
430,5b83e70ac236476c0f603eba15bb39fbc7e0e38a03b5b0f59c91a4121f4bfff7,ttl_74244,sa1 n4,10,8,10,True,1024,0.46875,0.5,0.9203481674194336,False,False,0,1,1,1.0,0.8125,0.5625,0.75,1.0,1.0,1.0
431,94a5f9205defb39f304e66251bdb88c12e0e190e8904e1ede005948cc8d73d68,bcd_to_ssg,sa1 ssd[4],4,8,20,True,16,0.625,0.625,0.980224609375,False,True,1,1,1,1.0,0.5625,0.625,0.9375,1.0,0.9375,0.9375
432,5c833aa7dd7b9b068a7919e634c866fb874cec82ef2ec663f557843239786854,sfr_wr_en,sa1 out,9,4,11,True,512,0.998046875,0.998046875,0.9999999999854481,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
433,c75974ece1a9dc5860d9ee8b61d86a6dd0eb36134f8c6c5829062254aae428cc,top,sa1 y_35,48,53,123,False,8192,0.5556640625,0.5556640625,0.9610196476851343,False,False,1,0,1,1.0,0.6875,0.6875,1.0,1.0,1.0,1.0
434,0b392bc45ea0f1c3e0166e017e6f392cdc6c0d1f28f361759be5a49cb7720cbd,top,sa1 n91,31,16,45,False,8192,0.4959716796875,0.4959716796875,0.9354613677955681,False,False,0,1,1,1.0,0.5,0.625,0.6875,0.8125,0.875,1.0
435,b1ce26a35a66d662ca7320b885a83619ff8892c1758d3639b2f48621c7bd2220,noise_add,sa1 n20,13,8,23,True,8192,0.4375,0.4375,0.8998870849609375,False,False,0,1,1,1.0,0.5,0.4375,0.5625,1.0,0.875,0.9375
436,209526a0daa5926002594737ce75219eb70672f8a8bfaf4605dfbd793d930ca8,bcd_7_seg,sa0 n16,4,7,16,True,16,0.25,0.625,0.68359375,False,False,1,0,1,1.0,0.375,0.1875,0.625,0.8125,0.6875,0.75
437,da800f421851d3e249bad2b91cffe1d4bb399493e9c683712799b483b66d8386,gate,sa0 gatea,129,64,65,False,8192,0.4979248046875,0.4979248046875,0.9364559247984372,True,False,0,0,0,0.8125,0.6875,0.3125,0.625,1.0,1.0,1.0
438,178e1d60dec1ba46b681970ff3d422c76b241654ae8c0dc281f78e291bd95637,colparity_p2,sa1 n33,50,25,35,False,8192,0.494873046875,0.494873046875,0.9348968247434719,False,False,1,0,1,1.0,0.5,0.375,0.75,1.0,0.9375,0.8125
439,ae1a04fa68c9aae25674c441cd118a85d50c8ac62b829c18684c51ef7ee5fd1e,full_adder,sa0 cin,3,2,3,True,8,0.5,0.5,0.9375,True,False,0,1,1,1.0,0.4375,1.0,1.0,1.0,1.0,0.9375
440,78580428a28b8dd22876ab6a0247cc0f7c9b90cec85ee7fd7cc80fcd2f827691,top,sa1 x10,15,8,21,True,32768,0.5,0.5,0.9375,True,False,1,0,1,1.0,0.625,1.0,1.0,1.0,1.0,0.9375
441,c20d08f4edd51ea7decfe09d4f6c9614d4c93d9d1a30275e00c0b25c6e033ef2,p18_border_painter,sa0 vpos[4],19,7,13,False,8192,0.01513671875,0.5068359375,0.059185973492219546,True,False,0,0,0,0.0,0.0,0.125,0.0625,0.1875,0.25,0.0
442,cc02d27862b0c79a88b884726f5febe8dd6153fb1d407f804c7460e5c187ca8f,segdriver_status,sa1 b,1,7,9,True,2,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.6875,0.875,1.0,1.0,1.0,1.0
443,4e912612713b3660923d738a251ac8277f6009de981ed946fdafa79b46518df0,roundanyrawfntorecfn_7,sa0 io_out[64],45,70,87,False,8192,0.117431640625,0.117431640625,0.3932728704826296,False,True,0,0,0,0.25,0.1875,0.1875,0.625,0.6875,0.75,0.4375
444,e1732109556140746ce82ea87840bcbff04f9b117ebedd66e9e3b67e79e63995,binary_bcd_converter,sa1 n50,6,8,51,True,64,0.375,0.375,0.847412109375,False,False,0,1,1,1.0,0.3125,0.5,0.6875,0.875,0.8125,0.875
445,bb610cf4eb7f68bc0329925a4a564e944dc67ef358322febaa5381ae776ee705,jump2shift,sa1 shift_in[23],26,28,29,False,8192,0.4989013671875,0.4989013671875,0.9369488704491216,True,False,1,0,1,1.0,0.375,0.625,0.6875,1.0,1.0,0.9375
446,fed3c3701f2c3ecd6703b8efaaad7f68247e8c08b8285a2cb5986af2692b9736,sl2,sa0 y[19],30,32,33,False,8192,0.50244140625,0.50244140625,0.938711791496587,False,True,0,1,1,1.0,0.625,0.5,0.75,1.0,1.0,0.875
447,0d1c02a0d3ad99077f8fa6aafb65f3d4d3c9151dbacb21a61bf9c3abdaff37fa,rcon,sa1 data_out[31],6,32,38,True,64,1.0,1.0,1.0,False,True,1,1,1,1.0,1.0,1.0,1.0,1.0,0.9375,1.0
448,2ebd6a70d6923c5a06ed16202b388a0e43fe73418e5db12d8af9c4133fb1ffbc,alu_mux,sa0 N5,65,32,65,False,8192,0.4993896484375,0.4993896484375,0.9371942649703191,False,False,0,1,1,1.0,0.625,0.5625,0.8125,1.0,1.0,0.9375
449,073bc73f94b9986490a53e7daf37fa16c54acc1e8380218a87a1f95bac75bfe6,control_unit,sa0 n18,7,11,21,True,128,0.984375,0.984375,0.9999999403953552,False,False,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
450,f715d563f4b1ce5d4c6ae1ac88b1640bbfcdce9740855f99bc34aaec4db8f669,sine_table,sa1 out[6],5,12,60,True,32,0.5,0.5,0.9375,False,True,0,1,1,1.0,0.4375,0.5,0.625,0.875,0.6875,0.75
451,c75eb8fff4740c9d5edc069a9a733135b7bcfb548ec0fc89fc0ba56607be9e1a,qkv_macro_handler_unit_greaterthan_32sx8s_1u_4,sa1 n77,40,1,37,False,8192,1.0,1.0,1.0,False,False,0,1,1,1.0,1.0,0.5625,0.9375,1.0,0.9375,1.0
452,c6440b2877dd093619c25ade417497f13766a8da96826078d2917b2ab7cb3ce0,digitseg,sa1 d_o,4,7,18,True,16,0.8125,0.8125,0.9987640380859375,False,True,1,1,1,1.0,0.75,0.8125,1.0,1.0,1.0,1.0
453,0a8d2dde74d8c9c3ad2363db0a0a69a1e3e36d26a22dd39b28caef39462b3cc3,top_module,sa1 n155,32,8,73,False,8192,0.251708984375,0.468017578125,0.6864678189800735,False,False,0,1,1,1.0,0.0625,0.1875,0.625,0.3125,0.6875,0.625
454,6f23a11b55b31b3d4f44086592a93a87d8eb492562ee176379e3a99205c4e5de,top,sa1 n23,74,45,57,False,8192,0.244140625,0.244140625,0.6735895785823232,False,False,0,1,1,1.0,0.25,0.4375,0.6875,0.875,0.6875,0.6875
455,b89475c6af0b7658bd9b835c84565e607b0cdcdccaf000fb5706fa61349c85cd,wideexpr_00452,sa0 y_73,80,128,169,False,8192,0.7510986328125,0.7510986328125,0.9961619632525964,False,False,1,1,1,1.0,0.9375,0.6875,0.875,0.9375,1.0,1.0
456,dcc4e12a9f4c7ae7299aba980737d4592766c976b67d812ee0390f3f1ad353a2,mux_16,sa1 n29,20,1,18,False,8192,0.252685546875,0.75341796875,0.6881013273585346,False,False,0,0,0,0.625,0.375,0.25,0.4375,0.5625,0.5,0.75
457,a5ee3a2d3a3cdae95e58ed60ed471572d5e2370afa9012c9aa08523700bbdd8f,qkv_macro_handler_unit_lessthan_1u_126_1,sa0 out1,3,1,2,True,8,0.875,0.875,0.999755859375,False,True,1,1,1,1.0,0.8125,0.875,1.0,1.0,1.0,1.0
458,c415cf3fd4c2ace060ed4a787061179d9a5002d39df7174c8c101db090993b33,my_priority_encoder,sa1 n85,32,6,59,False,8192,0.0,0.50830078125,0.0,False,False,0,1,1,1.0,0.0,0.0,0.0,0.3125,0.4375,0.0
459,81ca1993466acb7d0741fa986abdaf85fe8a74af75e32cbf6a46c31a69e3e94f,seven_segment_decoder_behavioral,sa1 n26,4,7,22,True,16,0.5,0.5,0.9375,False,False,0,1,1,1.0,0.5,0.375,0.5625,0.875,0.875,0.875
460,6f27fd3d0909d25116aa6c324fa14cd2136477991cb8f4524bde1cdb872dd8a3,decodificador_2,sa1 codigo_d[3],4,8,23,True,16,0.5,0.5,0.9375,True,False,1,0,1,1.0,0.4375,0.4375,0.8125,1.0,0.9375,0.875
461,10a48a4f4e4d5f02421effb49d88d337281bc149b68872b05919f1c6187c6d1d,xorgate,sa1 b,2,1,1,True,4,0.5,0.5,0.9375,True,False,1,0,1,1.0,0.5,0.875,1.0,1.0,1.0,0.9375
462,32069568ac862fff8aafc86dd86cea1d6a905647834f62e7844c39ae1a5ffb52,top,sa0 x3,21,11,30,False,8192,0.492919921875,0.492919921875,0.933884057352028,True,False,0,1,1,1.0,0.5,0.9375,1.0,1.0,1.0,0.9375
463,19f7712d016867c853b68a2914786d1b6b3329468824a9dc470507bc30e06ad8,equal,sa1 n79,64,1,54,False,8192,0.0,0.4949951171875,0.0,False,False,1,1,1,1.0,0.0,0.0,0.0,0.0625,0.0,0.0
464,5a094ca8ac7b0be6853293207ba03b40ce51de3db28e77411bcb1c14f9f636d4,seven_seg_5,sa0 n81,8,7,46,True,256,0.96875,0.9921875,0.9999990463256836,False,False,0,1,1,1.0,0.9375,1.0,1.0,1.0,1.0,1.0
465,3fbf48e618e9d074221f8aede896800e5dc87afbc5155cfe40a718dcdc210deb,immdecoder,sa1 n37,28,32,58,False,8192,0.80712890625,0.8079833984375,0.9986162151444091,False,False,1,1,1,1.0,0.75,0.5625,0.9375,1.0,0.9375,1.0
466,ff469c8ec6b46e94a190eedfc4dce4e4b248fcffd72439cf2e7fa2f0a96a9065,full_adder,sa1 carry,3,2,3,True,8,0.5,0.5,0.9375,False,True,1,0,1,1.0,0.5625,0.625,0.9375,1.0,1.0,0.875
467,ed7b366752ad6fafaba7a43d8e5dfb425f13dc512a98858db688ea25cccbd023,key_encode,sa1 n33,8,3,27,True,256,0.9921875,0.99609375,0.9999999962747097,False,False,1,1,1,1.0,1.0,0.9375,1.0,1.0,1.0,1.0
